age,gender,education,province,employment_status,industry,marital_status,location_type,years_experience,work_hours_per_week,income,health_score,life_satisfaction
23,male,bachelors,Ontario,employed,finance,married,urban,3,33.1,13537.15,89.67,8.1
40,male,bachelors,Alberta,employed,education,single,urban,18,53.7,51395.95,82.12,6.41
68,female,masters,BC,employed,retail,single,urban,53,24.5,89684.63,75.25,6.26
40,female,high_school,Quebec,employed,education,married,urban,26,41.4,47568.31,78.86,6.17
60,female,phd,Quebec,employed,retail,divorced,rural,39,52.7,93460.03,72.73,6.65
60,female,masters,Atlantic,employed,retail,single,suburban,41,60.5,62539.57,74.73,5.85
40,male,high_school,Ontario,employed,education,single,suburban,23,29.8,45746.6,77.2,6.43
49,male,masters,BC,employed,retail,divorced,suburban,33,42.4,80803.4,70.82,6.14
47,male,masters,Alberta,employed,retail,divorced,rural,32,38.7,67576.74,81.49,5.59
30,male,masters,Prairies,employed,construction,married,rural,12,40.1,47398.6,80.31,6.33
60,male,bachelors,Ontario,student,finance,married,suburban,44,41.2,100207.66,78.06,5.05
35,male,bachelors,Ontario,employed,tech,married,rural,13,44.4,54531.24,81.35,6.23
40,female,high_school,Prairies,employed,finance,married,rural,22,62.6,51053.94,80.38,5.26
32,female,bachelors,Quebec,retired,tech,single,suburban,16,52.1,41629.71,75.54,5.76
50,female,high_school,Atlantic,employed,tech,divorced,urban,27,25.2,69116.43,79.3,4.94
38,male,high_school,Quebec,employed,finance,married,suburban,14,32.3,47619.2,84.48,6.1
74,female,phd,Quebec,employed,retail,divorced,urban,62,47.6,86815.45,70.22,7.56
56,female,high_school,Prairies,employed,construction,married,rural,34,28.9,75853.63,78.78,5.48
40,female,bachelors,Alberta,employed,finance,divorced,urban,24,29.1,62452.5,72.39,6.73
44,male,high_school,Alberta,employed,retail,married,urban,23,35.9,58804.1,73.31,6.63
62,female,high_school,Atlantic,employed,finance,divorced,urban,45,48.3,73877.76,65.78,5.78
61,female,bachelors,Atlantic,employed,finance,married,urban,39,49.6,86888.08,70.79,5.23
35,male,high_school,BC,unemployed,construction,single,rural,16,31.1,39136.56,78.8,6.94
41,male,phd,BC,employed,healthcare,married,suburban,26,21.4,81899.66,82.5,6.77
68,male,high_school,Quebec,student,education,divorced,suburban,50,50.4,90418.03,69.9,6.62
64,female,high_school,Prairies,unemployed,finance,married,urban,39,47.9,95320.9,73.79,6.42
57,female,high_school,Atlantic,employed,education,single,suburban,38,41.4,68420.13,76.92,6.12
68,male,high_school,Ontario,employed,retail,single,suburban,48,38.7,75963.69,59.97,6.83
59,male,high_school,Alberta,employed,healthcare,married,suburban,38,39.9,76286.05,77.89,6.56
24,female,bachelors,Prairies,employed,construction,divorced,suburban,5,41.4,27590.26,85.62,7.1
67,male,bachelors,Atlantic,student,healthcare,divorced,rural,52,34.5,105699.14,75.03,6.01
65,male,high_school,BC,employed,tech,divorced,suburban,55,52.8,83455.31,63.65,6.2
37,male,high_school,Atlantic,employed,construction,divorced,urban,21,19.9,39330.12,85.29,6.37
44,female,masters,Alberta,employed,construction,single,suburban,22,50.7,63205.52,80.0,6.34
23,female,bachelors,Atlantic,employed,education,single,rural,1,31.9,28627.88,95.68,7.92
44,male,bachelors,Alberta,employed,healthcare,married,suburban,22,20.5,74707.36,80.41,6.41
26,non_binary,bachelors,Prairies,employed,retail,divorced,urban,8,44.4,15067.06,91.42,7.3
70,female,bachelors,Atlantic,employed,tech,married,rural,52,45.9,91205.84,60.86,6.54
62,male,masters,Atlantic,employed,healthcare,single,suburban,44,37.6,107012.11,72.47,5.36
74,female,masters,BC,employed,retail,married,urban,55,45.6,102711.03,63.68,7.57
48,male,high_school,Prairies,employed,education,married,urban,27,21.2,64882.08,76.23,6.94
38,female,high_school,Ontario,employed,retail,divorced,urban,18,52.6,35343.12,81.55,6.09
43,male,bachelors,Alberta,employed,retail,single,suburban,24,28.6,60424.52,76.11,6.61
57,female,masters,Prairies,employed,retail,single,rural,42,48.4,72539.01,77.48,5.34
65,male,high_school,Prairies,employed,finance,married,suburban,44,40.5,85779.46,75.7,6.2
62,female,bachelors,Ontario,employed,construction,single,rural,43,40.8,87153.97,67.55,5.66
30,male,bachelors,Prairies,employed,healthcare,divorced,rural,17,23.4,40778.26,86.38,7.6
66,female,bachelors,Alberta,employed,retail,married,urban,49,58.8,88045.85,61.46,6.16
40,male,high_school,Quebec,employed,tech,single,urban,20,51.9,60943.49,85.98,6.24
37,female,high_school,Quebec,employed,finance,divorced,urban,15,32.4,37245.12,82.78,6.49
54,female,high_school,BC,employed,retail,single,suburban,39,54.5,74239.99,75.11,6.96
71,male,high_school,Ontario,employed,retail,divorced,rural,53,36.4,86078.67,76.99,6.45
70,female,high_school,BC,employed,construction,married,urban,52,36.1,89258.55,70.76,7.22
45,male,bachelors,Quebec,unemployed,healthcare,divorced,suburban,29,27.4,76583.78,92.98,5.61
34,female,masters,Ontario,employed,finance,single,rural,16,38.0,58934.87,78.14,6.44
45,female,bachelors,Prairies,employed,retail,married,rural,25,39.7,65005.8,74.27,7.15
58,male,bachelors,Prairies,employed,retail,single,suburban,41,32.3,79369.05,78.14,6.18
19,female,bachelors,Alberta,employed,education,married,rural,0,47.3,7973.77,88.31,8.35
42,male,high_school,Atlantic,employed,tech,single,suburban,20,55.5,62678.11,86.08,6.24
75,male,high_school,Quebec,employed,tech,married,urban,58,47.3,101617.32,62.19,7.35
67,female,high_school,Prairies,employed,healthcare,married,rural,54,23.9,85809.46,76.4,6.93
58,female,masters,Ontario,student,finance,divorced,suburban,42,25.2,100123.43,73.68,5.68
23,male,phd,Atlantic,employed,construction,married,urban,2,42.3,25074.54,88.14,7.63
28,male,bachelors,Atlantic,retired,construction,married,urban,13,49.9,37901.41,79.77,6.16
74,female,bachelors,Prairies,student,retail,divorced,urban,57,37.6,98857.98,73.43,6.64
78,male,bachelors,BC,student,construction,married,rural,61,41.0,106271.06,68.3,8.21
55,female,bachelors,BC,student,finance,single,urban,41,40.6,87170.43,78.15,5.62
23,female,bachelors,BC,employed,healthcare,divorced,urban,3,37.1,6624.66,81.08,7.86
62,male,bachelors,Atlantic,employed,education,divorced,urban,42,44.4,99756.06,71.33,4.4
28,male,masters,BC,employed,healthcare,married,suburban,11,43.2,45697.8,85.76,6.63
31,female,bachelors,BC,employed,tech,divorced,rural,14,50.0,48318.35,78.23,6.47
19,male,bachelors,Atlantic,employed,education,single,urban,1,29.3,11576.99,93.13,7.61
57,female,phd,Alberta,student,retail,married,rural,39,23.2,92709.78,79.06,6.03
20,non_binary,bachelors,BC,employed,healthcare,married,urban,5,39.8,16690.09,81.95,7.98
72,female,bachelors,Alberta,employed,finance,married,suburban,51,35.6,113624.61,68.24,6.78
70,male,bachelors,Alberta,unemployed,finance,single,urban,55,33.6,124322.36,73.57,7.0
52,male,masters,Prairies,employed,tech,single,rural,36,31.2,99516.06,85.05,5.98
50,female,bachelors,Atlantic,employed,tech,single,urban,27,49.9,84721.52,81.31,6.61
41,female,bachelors,Ontario,employed,construction,divorced,rural,21,38.8,57228.06,75.78,6.91
36,female,high_school,BC,student,tech,divorced,rural,14,63.4,43539.29,78.21,6.59
35,male,masters,Ontario,employed,tech,married,suburban,15,37.4,66050.45,84.58,6.98
66,female,bachelors,Quebec,employed,retail,married,urban,49,33.4,88129.7,74.36,6.54
69,male,bachelors,Alberta,employed,education,married,rural,48,49.4,103899.27,69.59,7.26
78,female,masters,Quebec,retired,construction,divorced,suburban,60,60.0,96069.34,63.69,7.64
41,female,masters,Alberta,employed,tech,single,rural,19,35.0,67939.14,84.82,6.07
62,female,masters,BC,unemployed,healthcare,single,suburban,48,48.7,93544.99,77.7,5.28
52,male,high_school,Quebec,retired,retail,married,urban,35,27.4,66655.34,74.84,6.18
79,female,bachelors,Atlantic,employed,education,single,urban,59,37.5,94433.55,65.6,7.85
18,male,high_school,Prairies,employed,retail,divorced,urban,1,29.0,-6903.38,93.32,7.48
53,female,high_school,Quebec,employed,finance,single,urban,36,44.5,67968.14,74.08,5.72
42,male,masters,Alberta,employed,retail,married,urban,18,37.9,71105.25,84.93,5.35
62,male,masters,Atlantic,student,construction,married,urban,43,33.3,104530.79,70.15,6.67
66,male,bachelors,Alberta,employed,retail,single,rural,49,50.4,88290.17,75.78,6.16
77,female,high_school,Ontario,retired,finance,married,rural,58,28.1,100752.48,62.99,7.83
79,female,high_school,Quebec,unemployed,finance,married,suburban,66,60.8,85841.83,77.32,7.44
60,female,bachelors,Prairies,employed,finance,divorced,urban,44,46.0,95558.51,72.93,5.75
51,female,high_school,BC,employed,construction,divorced,urban,31,49.9,57615.89,80.02,6.53
42,female,bachelors,Ontario,employed,construction,single,rural,18,52.8,71891.0,86.87,5.82
33,male,bachelors,Quebec,employed,retail,married,suburban,16,48.7,37305.44,83.63,7.09
51,female,masters,Ontario,employed,finance,single,suburban,26,22.2,87489.37,78.54,5.63
46,female,high_school,Quebec,employed,tech,divorced,suburban,28,23.7,60978.11,79.44,5.95
36,male,bachelors,BC,retired,healthcare,divorced,urban,17,30.0,65592.31,93.59,7.04
40,male,masters,BC,employed,healthcare,divorced,urban,18,35.6,64385.59,89.77,6.34
36,male,bachelors,Prairies,employed,finance,single,suburban,12,53.6,57698.66,79.49,6.84
42,male,high_school,Ontario,employed,education,divorced,urban,21,25.8,57312.22,75.41,7.19
33,male,high_school,Prairies,unemployed,retail,married,urban,12,30.1,38539.72,86.89,6.51
71,male,masters,Quebec,employed,healthcare,divorced,urban,53,34.0,99857.17,69.62,7.34
68,female,bachelors,BC,employed,construction,single,urban,45,41.0,80573.45,78.24,6.64
26,male,masters,BC,retired,construction,divorced,suburban,12,45.3,29445.65,89.04,7.23
18,male,high_school,Alberta,student,tech,single,suburban,0,29.9,12590.05,90.25,7.84
59,female,masters,Alberta,unemployed,education,married,rural,43,55.9,92410.98,69.06,6.23
36,female,bachelors,Prairies,retired,education,divorced,urban,19,45.3,47591.65,80.55,5.86
50,male,high_school,Ontario,employed,tech,single,urban,34,42.5,69577.52,73.89,6.58
51,female,phd,Quebec,student,retail,married,urban,24,41.5,77466.78,75.11,7.31
33,male,bachelors,Prairies,employed,retail,married,rural,13,25.1,45283.87,82.31,6.7
61,male,masters,BC,employed,finance,divorced,rural,40,38.8,102251.55,71.03,6.0
57,male,masters,BC,retired,tech,married,rural,38,40.8,108597.25,74.64,7.0
72,female,high_school,BC,employed,tech,married,rural,55,48.1,99228.29,71.36,6.81
35,female,bachelors,Quebec,employed,construction,single,urban,16,47.8,43576.2,88.23,6.24
51,female,bachelors,Prairies,employed,tech,single,urban,31,54.5,85313.33,80.81,6.13
42,non_binary,bachelors,Quebec,employed,finance,single,urban,25,42.7,63702.23,73.37,5.93
78,female,bachelors,Atlantic,employed,healthcare,divorced,rural,62,27.9,100470.52,59.94,8.19
62,female,masters,BC,employed,retail,married,suburban,41,51.8,87499.79,70.7,5.47
23,female,high_school,Alberta,retired,finance,divorced,suburban,1,56.8,16173.19,82.49,7.6
38,male,bachelors,Prairies,employed,finance,divorced,urban,26,46.0,51707.26,84.23,7.06
75,male,high_school,Alberta,student,construction,single,suburban,61,56.6,90416.27,67.11,6.04
23,female,high_school,Prairies,employed,finance,married,rural,4,42.8,21188.88,88.66,8.27
49,female,masters,BC,employed,construction,divorced,rural,34,35.7,76229.16,84.09,6.15
58,female,high_school,Alberta,employed,construction,divorced,urban,46,34.7,69344.57,72.33,7.08
65,male,high_school,Alberta,student,tech,divorced,suburban,42,26.4,105602.75,65.65,7.29
60,female,high_school,Prairies,employed,finance,divorced,urban,38,38.1,78919.64,72.25,5.51
56,female,bachelors,Atlantic,employed,healthcare,single,rural,39,27.8,84025.07,64.24,7.14
48,male,high_school,Atlantic,employed,education,divorced,suburban,30,64.5,58338.89,77.27,5.48
59,female,bachelors,Alberta,retired,finance,single,rural,40,31.2,98347.99,61.26,6.39
27,female,bachelors,Alberta,employed,construction,married,suburban,7,50.9,30954.9,86.61,5.85
47,female,high_school,BC,employed,healthcare,divorced,urban,23,25.3,49592.13,84.03,6.38
74,female,bachelors,Prairies,student,construction,single,rural,57,35.6,112997.32,70.34,7.4
69,male,high_school,Prairies,employed,tech,single,urban,48,37.8,91190.96,71.22,7.57
35,male,bachelors,Ontario,retired,education,divorced,rural,19,36.9,50285.92,85.79,6.78
77,female,bachelors,Prairies,retired,retail,single,suburban,58,39.6,85450.66,62.76,6.85
41,female,high_school,BC,employed,retail,divorced,suburban,22,49.5,31300.36,70.57,6.55
69,female,high_school,Alberta,employed,tech,single,rural,52,56.8,99953.37,63.51,6.47
78,male,high_school,Ontario,employed,tech,single,rural,58,42.6,103276.13,69.08,8.61
26,male,bachelors,Alberta,retired,retail,married,rural,5,38.0,13933.81,91.74,7.39
48,male,high_school,Prairies,employed,tech,divorced,suburban,30,29.8,68280.65,84.66,5.85
32,male,high_school,Quebec,student,retail,married,urban,17,38.8,29666.27,77.95,7.21
21,female,high_school,Alberta,employed,tech,single,urban,1,25.8,14902.6,94.85,7.73
80,female,phd,Atlantic,employed,retail,divorced,rural,58,37.9,95804.57,58.84,8.72
57,male,bachelors,Prairies,employed,healthcare,married,urban,38,64.1,85930.39,76.54,5.53
26,male,high_school,Atlantic,employed,tech,divorced,urban,5,57.6,18744.38,89.71,6.88
62,male,high_school,BC,employed,retail,divorced,urban,44,43.3,76490.58,69.04,6.79
26,male,masters,Atlantic,employed,tech,married,urban,7,50.3,40055.12,90.85,6.96
43,female,high_school,Prairies,employed,retail,married,suburban,19,34.3,52207.33,69.07,6.57
21,female,phd,Ontario,employed,retail,married,suburban,5,31.6,20820.82,83.84,8.01
34,female,high_school,Atlantic,employed,construction,single,suburban,12,31.8,33741.84,79.7,6.11
33,male,high_school,Quebec,employed,construction,married,rural,11,38.0,33871.56,87.31,6.76
32,female,bachelors,Quebec,employed,education,married,rural,16,50.4,28816.48,87.54,6.58
52,male,bachelors,Quebec,employed,tech,single,suburban,28,28.7,83401.23,77.5,5.71
74,female,phd,Atlantic,student,healthcare,married,urban,52,46.1,103504.47,68.65,7.49
69,female,masters,BC,employed,finance,divorced,suburban,50,48.8,100468.15,75.99,6.34
22,female,bachelors,Quebec,retired,finance,divorced,urban,3,42.3,17938.59,86.57,7.62
72,male,bachelors,Alberta,employed,construction,divorced,urban,58,33.4,93380.82,66.18,7.94
22,male,masters,BC,student,tech,single,suburban,2,44.2,29067.08,87.64,7.68
37,female,bachelors,Prairies,employed,construction,married,rural,17,41.9,46299.14,77.46,6.06
32,male,high_school,Ontario,employed,retail,divorced,urban,17,47.3,25141.64,87.51,5.9
35,male,high_school,BC,employed,retail,single,urban,12,52.0,41056.47,77.04,5.68
64,female,high_school,Ontario,employed,healthcare,single,suburban,42,28.2,84448.17,70.71,5.87
19,male,masters,BC,employed,tech,single,urban,3,44.4,27563.1,94.15,7.79
46,female,bachelors,Prairies,employed,finance,single,urban,25,46.1,74676.39,77.52,4.82
30,male,high_school,Ontario,employed,healthcare,single,suburban,11,44.8,26597.41,79.97,6.72
21,female,masters,BC,employed,tech,divorced,urban,5,45.1,32335.01,90.48,6.98
59,male,high_school,Ontario,unemployed,tech,single,rural,40,36.6,84043.98,77.23,6.1
62,female,bachelors,Quebec,employed,construction,married,rural,49,29.5,94525.32,74.76,6.26
27,male,masters,Quebec,employed,construction,divorced,rural,9,24.6,33745.59,88.98,7.25
78,female,bachelors,Atlantic,employed,tech,single,suburban,56,50.5,93408.73,62.48,7.57
48,female,high_school,Quebec,employed,education,divorced,suburban,32,40.2,50072.94,88.96,5.64
58,male,bachelors,Alberta,employed,healthcare,divorced,rural,36,43.7,99360.83,79.16,5.64
25,male,bachelors,Quebec,employed,tech,married,suburban,12,41.7,35310.25,83.83,6.57
20,male,bachelors,Quebec,employed,construction,single,suburban,0,38.3,8272.27,90.32,8.46
65,male,high_school,Prairies,employed,healthcare,married,suburban,51,50.8,89528.62,72.31,6.96
80,female,high_school,Ontario,employed,finance,single,rural,61,37.0,103302.5,66.01,7.6
63,male,bachelors,Ontario,retired,tech,single,suburban,41,47.3,113025.13,74.17,6.35
26,female,bachelors,Quebec,retired,retail,divorced,suburban,10,39.0,19047.49,86.8,7.12
47,female,masters,Ontario,employed,tech,single,rural,34,18.0,83075.88,81.37,6.65
70,male,bachelors,BC,employed,tech,divorced,rural,55,33.9,105860.84,73.57,6.6
28,female,bachelors,Atlantic,employed,healthcare,married,suburban,7,51.2,29409.97,88.01,5.89
52,male,masters,Quebec,employed,healthcare,single,suburban,35,30.8,89444.88,73.31,6.27
54,male,high_school,Atlantic,employed,construction,single,urban,27,46.7,64087.74,81.47,5.29
78,male,high_school,Quebec,employed,education,married,rural,63,43.5,96370.12,65.75,8.1
59,female,bachelors,Alberta,employed,tech,married,urban,41,40.9,90167.38,74.63,5.66
30,male,high_school,Atlantic,student,construction,divorced,urban,6,41.8,22832.3,83.13,6.98
53,female,bachelors,BC,student,finance,married,urban,35,46.3,78177.83,82.48,5.89
73,male,phd,Quebec,retired,healthcare,single,urban,55,43.0,124737.87,65.11,6.95
30,non_binary,masters,Quebec,employed,education,divorced,rural,17,29.8,47581.73,84.66,7.1
29,female,bachelors,Ontario,student,retail,married,rural,12,51.2,23136.06,98.17,6.95
54,male,masters,Quebec,employed,retail,single,rural,38,58.9,83073.82,66.61,5.83
27,female,high_school,Atlantic,employed,education,single,urban,11,26.7,16529.22,82.12,6.9
77,female,bachelors,Atlantic,student,construction,single,rural,60,35.2,109055.64,71.83,6.8
73,male,bachelors,Quebec,retired,retail,married,rural,56,56.2,91342.07,68.59,7.13
26,male,high_school,Quebec,unemployed,tech,divorced,rural,8,34.4,8421.81,89.69,7.32
69,male,high_school,Quebec,employed,healthcare,married,suburban,54,45.1,87932.73,63.02,8.29
24,female,masters,Alberta,employed,finance,divorced,urban,0,38.9,30574.74,86.66,7.43
19,female,masters,BC,employed,retail,married,rural,1,53.8,11475.96,89.0,7.86
71,male,bachelors,Atlantic,student,tech,single,rural,58,37.4,109691.22,68.87,6.34
73,male,high_school,Alberta,unemployed,construction,married,urban,54,23.1,102931.8,68.43,6.87
77,female,bachelors,Ontario,employed,healthcare,divorced,urban,55,46.2,110204.87,55.8,7.47
40,female,masters,Prairies,employed,tech,married,rural,19,51.4,71546.78,80.51,5.71
56,female,bachelors,Quebec,employed,tech,divorced,suburban,41,44.1,92137.94,82.28,6.41
57,non_binary,bachelors,Atlantic,retired,construction,married,rural,41,32.1,71952.35,73.03,5.99
56,male,masters,Ontario,employed,healthcare,divorced,suburban,42,37.3,92978.94,70.18,6.4
38,male,bachelors,Atlantic,employed,retail,single,urban,25,42.6,49164.12,79.03,5.85
40,male,bachelors,Prairies,student,retail,single,urban,23,46.2,59185.94,87.16,6.33
46,female,high_school,Quebec,employed,tech,divorced,suburban,29,48.0,55778.97,66.18,5.93
31,male,bachelors,Atlantic,student,education,single,urban,8,38.3,34585.06,87.99,7.36
43,male,bachelors,Quebec,student,retail,divorced,suburban,24,45.2,56538.45,81.88,6.12
68,female,high_school,Prairies,employed,tech,divorced,rural,47,33.0,92569.49,65.98,6.02
22,male,bachelors,Alberta,employed,construction,single,rural,0,56.3,-168.07,103.49,7.45
72,male,high_school,Prairies,unemployed,finance,married,urban,55,21.1,96188.35,73.15,6.1
48,female,high_school,Prairies,employed,finance,divorced,urban,26,58.7,59863.32,78.93,6.16
42,male,bachelors,Atlantic,employed,education,married,urban,25,25.0,55704.04,86.26,6.82
48,male,high_school,BC,employed,construction,married,suburban,27,35.0,69244.93,81.03,6.13
67,female,masters,Quebec,employed,tech,single,urban,52,24.3,102227.56,72.33,6.71
37,male,high_school,Atlantic,employed,finance,divorced,rural,19,45.3,48551.32,83.4,6.53
61,male,bachelors,Quebec,employed,construction,married,rural,45,44.2,91766.1,70.17,5.8
72,female,high_school,Alberta,employed,retail,married,rural,53,34.0,93121.15,73.64,6.59
34,male,high_school,Alberta,employed,tech,single,suburban,17,26.5,55127.97,83.07,6.77
62,female,bachelors,BC,employed,education,single,rural,43,49.5,79367.16,78.21,6.17
19,male,masters,BC,employed,education,married,rural,1,37.4,14861.85,95.29,8.98
42,male,bachelors,BC,student,retail,married,urban,25,40.7,58134.8,85.22,6.85
30,male,masters,Alberta,employed,finance,single,rural,8,30.3,41364.86,83.12,6.42
75,male,high_school,Prairies,retired,construction,single,urban,59,47.2,113072.48,62.95,6.89
56,male,high_school,Atlantic,employed,finance,single,rural,35,37.0,79001.16,74.62,5.39
45,male,masters,Quebec,employed,education,divorced,rural,22,42.8,64204.91,79.22,5.67
59,female,bachelors,Quebec,student,healthcare,single,urban,45,32.9,91851.36,71.68,6.03
72,male,bachelors,Atlantic,employed,construction,single,urban,51,44.5,100254.5,73.51,7.11
23,non_binary,high_school,Ontario,employed,construction,single,rural,12,38.2,6103.75,92.6,7.4
20,male,high_school,Alberta,employed,construction,divorced,suburban,4,22.5,12879.1,93.01,8.82
75,male,bachelors,Alberta,employed,education,divorced,suburban,61,43.5,111416.12,74.38,7.72
52,male,masters,BC,employed,construction,single,urban,32,46.3,92762.65,77.59,6.25
35,female,high_school,Atlantic,employed,education,single,urban,12,30.0,36833.9,77.83,6.71
28,female,masters,Ontario,employed,tech,divorced,rural,6,53.9,37874.34,92.99,5.94
71,female,high_school,Ontario,student,retail,divorced,suburban,56,29.7,70680.36,71.22,5.71
37,male,bachelors,Alberta,student,tech,married,suburban,17,44.9,54701.55,88.01,6.33
22,male,high_school,BC,employed,education,divorced,rural,3,57.1,7989.73,90.72,8.02
36,female,bachelors,Quebec,student,tech,divorced,suburban,13,59.7,39440.75,79.91,6.14
39,male,high_school,BC,employed,finance,single,rural,19,29.2,67696.4,75.67,6.44
76,male,high_school,Quebec,employed,education,single,rural,57,47.9,84012.5,71.65,7.72
77,male,phd,Alberta,student,finance,single,urban,58,35.6,119594.35,64.46,7.97
36,male,bachelors,BC,employed,finance,divorced,rural,19,30.7,60034.58,88.08,6.14
79,male,bachelors,Ontario,employed,retail,married,suburban,59,42.5,108892.65,55.63,7.58
64,female,high_school,Atlantic,employed,finance,single,suburban,43,50.0,85498.35,74.95,6.21
79,female,masters,Prairies,employed,tech,married,rural,65,38.9,112058.0,68.53,7.33
33,female,bachelors,Ontario,employed,tech,married,urban,12,25.1,65575.62,92.09,6.66
41,male,masters,Atlantic,student,construction,divorced,suburban,20,27.0,77142.99,78.81,5.6
58,female,high_school,Quebec,employed,healthcare,divorced,urban,42,47.5,75985.8,73.88,6.79
21,female,high_school,Alberta,employed,retail,single,rural,0,45.1,1709.4,96.77,7.63
32,female,phd,BC,employed,construction,divorced,rural,11,45.1,50593.96,91.38,6.54
42,male,bachelors,Alberta,student,construction,married,suburban,26,27.2,72808.69,77.73,5.29
61,non_binary,masters,Alberta,employed,construction,divorced,suburban,49,33.5,93484.06,67.73,5.61
72,male,high_school,Quebec,employed,healthcare,divorced,urban,49,34.2,85637.0,69.07,7.49
52,female,bachelors,Alberta,student,finance,married,rural,33,27.7,92674.71,81.55,7.9
72,male,masters,BC,employed,construction,divorced,urban,53,41.2,102968.08,71.91,7.35
31,male,bachelors,Ontario,employed,education,divorced,suburban,11,32.7,43529.13,84.28,6.59
66,male,bachelors,Alberta,employed,tech,single,suburban,48,37.7,102166.2,81.81,6.18
36,female,high_school,BC,employed,education,married,urban,15,31.9,38610.21,81.38,5.82
55,male,high_school,BC,employed,healthcare,divorced,rural,35,28.3,79412.86,77.35,5.26
53,female,high_school,Quebec,employed,construction,married,suburban,37,27.8,65863.06,70.28,6.18
24,female,bachelors,Alberta,employed,healthcare,divorced,rural,3,31.2,18346.14,84.34,7.4
47,female,masters,Quebec,retired,tech,single,suburban,29,43.1,73961.88,78.59,5.63
36,female,bachelors,Ontario,employed,construction,divorced,rural,20,31.1,55159.01,85.57,6.36
66,female,bachelors,Ontario,employed,healthcare,divorced,suburban,44,41.5,96945.73,60.05,6.62
42,female,masters,Atlantic,student,education,married,rural,28,51.6,64486.63,76.55,5.26
33,male,high_school,BC,employed,healthcare,divorced,rural,17,40.4,46049.39,73.17,7.08
64,female,masters,Alberta,employed,education,married,suburban,41,26.9,100856.31,63.41,7.12
71,female,phd,Atlantic,employed,construction,single,rural,58,34.7,99485.47,76.56,6.89
57,male,high_school,BC,employed,finance,married,rural,45,51.0,85795.67,71.14,7.08
68,female,high_school,Alberta,employed,construction,divorced,suburban,48,40.0,88624.28,81.29,6.95
25,male,high_school,Quebec,employed,retail,married,urban,6,32.3,-607.31,80.95,8.08
35,male,masters,Ontario,student,tech,single,suburban,15,34.6,51793.38,87.33,6.36
45,male,high_school,Atlantic,employed,healthcare,divorced,urban,27,54.0,62114.95,80.48,6.55
33,male,bachelors,Atlantic,employed,construction,single,suburban,11,50.1,40780.8,84.27,6.72
69,female,bachelors,Ontario,employed,tech,single,urban,50,38.9,98548.62,62.67,6.33
36,female,masters,Quebec,student,healthcare,divorced,urban,18,38.1,54495.22,80.88,6.77
59,female,masters,Prairies,employed,finance,divorced,suburban,35,43.6,94986.05,73.64,6.7
34,non_binary,phd,Prairies,student,education,married,rural,19,33.5,54481.91,81.98,6.55
80,male,high_school,Prairies,unemployed,tech,divorced,suburban,56,49.6,111473.81,67.43,7.76
62,male,high_school,Alberta,employed,finance,married,urban,43,40.7,88369.72,70.04,6.86
30,female,high_school,Atlantic,employed,finance,single,urban,11,28.3,28822.67,82.86,6.29
24,female,bachelors,Quebec,employed,retail,married,urban,9,49.1,8859.69,87.59,7.02
44,male,bachelors,Alberta,employed,finance,divorced,suburban,27,31.0,82526.56,84.35,5.88
27,non_binary,phd,Alberta,employed,retail,married,urban,7,21.9,38275.63,96.67,6.89
51,female,masters,Quebec,student,finance,divorced,rural,32,50.7,94309.35,73.26,5.43
53,non_binary,high_school,Alberta,unemployed,education,single,rural,39,49.4,71321.57,64.82,5.51
42,male,masters,Atlantic,employed,finance,married,rural,26,33.0,73885.34,84.54,6.5
23,male,high_school,Quebec,student,construction,married,suburban,9,59.6,11140.74,94.59,7.26
41,female,high_school,Prairies,employed,education,married,rural,25,48.9,58889.43,74.67,5.28
35,female,masters,Prairies,employed,healthcare,married,suburban,20,18.6,55579.81,89.7,6.5
40,male,phd,Alberta,employed,finance,single,urban,27,32.1,77427.45,84.32,6.52
23,female,high_school,Ontario,employed,finance,divorced,suburban,9,53.1,8162.22,82.13,7.84
46,female,masters,Quebec,employed,healthcare,married,rural,27,61.8,55738.72,65.54,7.0
79,male,masters,BC,employed,retail,single,suburban,59,39.0,106321.44,62.2,7.52
42,male,high_school,BC,retired,education,divorced,suburban,19,47.8,53598.25,85.88,5.94
72,female,high_school,Alberta,employed,healthcare,single,suburban,54,34.8,68211.69,65.73,7.3
34,male,bachelors,Ontario,student,healthcare,married,suburban,11,44.4,49508.31,84.05,6.53
63,female,masters,Quebec,employed,construction,married,urban,40,36.5,85337.43,63.56,6.25
41,male,bachelors,Prairies,employed,tech,single,suburban,24,23.6,80550.28,85.01,6.2
28,female,high_school,Alberta,student,healthcare,married,suburban,9,38.3,23880.49,84.26,7.22
43,female,bachelors,Quebec,employed,retail,married,suburban,19,68.9,62682.24,84.86,6.42
80,male,bachelors,Quebec,student,retail,single,urban,64,35.8,100654.29,59.53,7.89
68,female,bachelors,Quebec,employed,retail,divorced,urban,52,41.3,93141.99,61.34,5.88
79,male,high_school,Ontario,retired,education,single,urban,59,44.3,112286.3,70.08,7.9
51,male,masters,Quebec,employed,education,single,suburban,35,38.6,87701.22,80.67,4.96
45,female,bachelors,Ontario,employed,finance,married,suburban,28,32.7,93966.7,76.08,5.77
20,non_binary,masters,Ontario,unemployed,healthcare,divorced,urban,4,43.8,23870.61,101.38,7.56
28,male,masters,Atlantic,student,construction,married,suburban,10,45.3,46860.03,87.15,6.69
